country_year;LOCATION;Country;SUBJECT;Subject;MEASURE;Measure;TIME;Time;Unit Code;Unit;PowerCode Code;PowerCode;Reference Period Code;Reference Period;Value;Flag Codes;Flags;year_min1;Value_min1
Czech Republic2005IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;101.003729;;;2004;99.347863
Czech Republic2006IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;101.039486;;;2005;101.003729
Czech Republic2007IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;101.744951;;;2006;101.039486
Czech Republic2008IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;103.193074;;;2007;101.744951
Czech Republic2009IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;100.126199;;;2008;103.193074
Czech Republic2010IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;100.126199
Czech Republic2011IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;100.262592;;;2010;100
Czech Republic2012IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;98.919875;;;2011;100.262592
Czech Republic2013IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;98.491968;;;2012;98.919875
Czech Republic2014IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;99.673572;;;2013;98.491968
Czech Republic2015IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;99.753674;;;2014;99.673572
Czech Republic2016IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;102.413237;;;2015;99.753674
Czech Republic2017IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;104.107372;;;2016;102.413237
Czech Republic2018IndexLabour utilisation (=hours worked per head of population);CZE;Czech Republic;T_HRSPOP;Labour utilisation (=hours worked per head of population);2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;105.280507;;;2017;104.107372
Spain1970IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1970;1970;IDX;Index;0;Units;2010_100;2010=100;39.902595;;;1969;#N/A
Spain1971IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1971;1971;IDX;Index;0;Units;2010_100;2010=100;41.538192;;;1970;39.902595
Spain1972IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1972;1972;IDX;Index;0;Units;2010_100;2010=100;44.879639;;;1971;41.538192
Spain1973IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1973;1973;IDX;Index;0;Units;2010_100;2010=100;47.715059;;;1972;44.879639
Spain1974IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1974;1974;IDX;Index;0;Units;2010_100;2010=100;49.890117;;;1973;47.715059
Spain1975IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1975;1975;IDX;Index;0;Units;2010_100;2010=100;50.739565;;;1974;49.890117
Spain1976IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1976;1976;IDX;Index;0;Units;2010_100;2010=100;52.715406;;;1975;50.739565
Spain1977IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1977;1977;IDX;Index;0;Units;2010_100;2010=100;54.75986;;;1976;52.715406
Spain1978IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1978;1978;IDX;Index;0;Units;2010_100;2010=100;57.324181;;;1977;54.75986
Spain1979IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1979;1979;IDX;Index;0;Units;2010_100;2010=100;59.653917;;;1978;57.324181
Spain1980IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1980;1980;IDX;Index;0;Units;2010_100;2010=100;63.269083;;;1979;59.653917
Spain1981IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1981;1981;IDX;Index;0;Units;2010_100;2010=100;65.907334;;;1980;63.269083
Spain1982IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1982;1982;IDX;Index;0;Units;2010_100;2010=100;68.070118;;;1981;65.907334
Spain1983IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1983;1983;IDX;Index;0;Units;2010_100;2010=100;70.736858;;;1982;68.070118
Spain1984IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1984;1984;IDX;Index;0;Units;2010_100;2010=100;75.462543;;;1983;70.736858
Spain1985IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1985;1985;IDX;Index;0;Units;2010_100;2010=100;78.454009;;;1984;75.462543
Spain1986IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1986;1986;IDX;Index;0;Units;2010_100;2010=100;79.530697;;;1985;78.454009
Spain1987IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1987;1987;IDX;Index;0;Units;2010_100;2010=100;80.469306;;;1986;79.530697
Spain1988IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1988;1988;IDX;Index;0;Units;2010_100;2010=100;81.895196;;;1987;80.469306
Spain1989IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1989;1989;IDX;Index;0;Units;2010_100;2010=100;83.416805;;;1988;81.895196
Spain1990IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1990;1990;IDX;Index;0;Units;2010_100;2010=100;83.306876;;;1989;83.416805
Spain1991IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1991;1991;IDX;Index;0;Units;2010_100;2010=100;83.981564;;;1990;83.306876
Spain1992IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;86.35285;;;1991;83.981564
Spain1993IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;88.363407;;;1992;86.35285
Spain1994IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1994;1994;IDX;Index;0;Units;2010_100;2010=100;90.951431;;;1993;88.363407
Spain1995IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1995;1995;IDX;Index;0;Units;2010_100;2010=100;91.712122;;;1994;90.951431
Spain1996IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1996;1996;IDX;Index;0;Units;2010_100;2010=100;92.748375;;;1995;91.712122
Spain1997IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1997;1997;IDX;Index;0;Units;2010_100;2010=100;92.581929;;;1996;92.748375
Spain1998IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1998;1998;IDX;Index;0;Units;2010_100;2010=100;92.065517;;;1997;92.581929
Spain1999IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1999;1999;IDX;Index;0;Units;2010_100;2010=100;91.740859;;;1998;92.065517
Spain2000IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2000;2000;IDX;Index;0;Units;2010_100;2010=100;92.193867;;;1999;91.740859
Spain2001IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2001;2001;IDX;Index;0;Units;2010_100;2010=100;92.274273;;;2000;92.193867
Spain2002IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2002;2002;IDX;Index;0;Units;2010_100;2010=100;92.434694;;;2001;92.274273
Spain2003IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2003;2003;IDX;Index;0;Units;2010_100;2010=100;92.762606;;;2002;92.434694
Spain2004IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2004;2004;IDX;Index;0;Units;2010_100;2010=100;92.992131;;;2003;92.762606
Spain2005IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2005;2005;IDX;Index;0;Units;2010_100;2010=100;93.338695;;;2004;92.992131
Spain2006IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2006;2006;IDX;Index;0;Units;2010_100;2010=100;93.882513;;;2005;93.338695
Spain2007IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2007;2007;IDX;Index;0;Units;2010_100;2010=100;95.002034;;;2006;93.882513
Spain2008IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2008;2008;IDX;Index;0;Units;2010_100;2010=100;95.379737;;;2007;95.002034
Spain2009IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2009;2009;IDX;Index;0;Units;2010_100;2010=100;97.718446;;;2008;95.379737
Spain2010IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2010;2010;IDX;Index;0;Units;2010_100;2010=100;100;;;2009;97.718446
Spain2011IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2011;2011;IDX;Index;0;Units;2010_100;2010=100;101.427723;;;2010;100
Spain2012IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2012;2012;IDX;Index;0;Units;2010_100;2010=100;103.45402;;;2011;101.427723
Spain2013IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2013;2013;IDX;Index;0;Units;2010_100;2010=100;104.89856;;;2012;103.45402
Spain2014IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2014;2014;IDX;Index;0;Units;2010_100;2010=100;105.235756;;;2013;104.89856
Spain2015IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2015;2015;IDX;Index;0;Units;2010_100;2010=100;105.755777;;;2014;105.235756
Spain2016IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2016;2016;IDX;Index;0;Units;2010_100;2010=100;106.262341;;;2015;105.755777
Spain2017IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2017;2017;IDX;Index;0;Units;2010_100;2010=100;107.423262;;;2016;106.262341
Spain2018IndexGDP per hour worked, constant prices ;ESP;Spain;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;2018;2018;IDX;Index;0;Units;2010_100;2010=100;107.19352;;;2017;107.423262
Finland1970IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1970;1970;IDX;Index;0;Units;2010_100;2010=100;31.341677;;;1969;#N/A
Finland1971IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1971;1971;IDX;Index;0;Units;2010_100;2010=100;32.888138;;;1970;31.341677
Finland1972IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1972;1972;IDX;Index;0;Units;2010_100;2010=100;35.395458;;;1971;32.888138
Finland1973IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1973;1973;IDX;Index;0;Units;2010_100;2010=100;37.474665;;;1972;35.395458
Finland1974IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1974;1974;IDX;Index;0;Units;2010_100;2010=100;38.685341;;;1973;37.474665
Finland1975IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1975;1975;IDX;Index;0;Units;2010_100;2010=100;39.759494;;;1974;38.685341
Finland1976IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1976;1976;IDX;Index;0;Units;2010_100;2010=100;40.330592;;;1975;39.759494
Finland1977IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1977;1977;IDX;Index;0;Units;2010_100;2010=100;41.357675;;;1976;40.330592
Finland1978IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1978;1978;IDX;Index;0;Units;2010_100;2010=100;42.847438;;;1977;41.357675
Finland1979IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1979;1979;IDX;Index;0;Units;2010_100;2010=100;45.495098;;;1978;42.847438
Finland1980IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1980;1980;IDX;Index;0;Units;2010_100;2010=100;47.092214;;;1979;45.495098
Finland1981IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1981;1981;IDX;Index;0;Units;2010_100;2010=100;46.97665;;;1980;47.092214
Finland1982IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1982;1982;IDX;Index;0;Units;2010_100;2010=100;48.270486;;;1981;46.97665
Finland1983IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1983;1983;IDX;Index;0;Units;2010_100;2010=100;50.047932;;;1982;48.270486
Finland1984IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1984;1984;IDX;Index;0;Units;2010_100;2010=100;51.609486;;;1983;50.047932
Finland1985IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1985;1985;IDX;Index;0;Units;2010_100;2010=100;53.349302;;;1984;51.609486
Finland1986IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1986;1986;IDX;Index;0;Units;2010_100;2010=100;55.622185;;;1985;53.349302
Finland1987IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1987;1987;IDX;Index;0;Units;2010_100;2010=100;57.112123;;;1986;55.622185
Finland1988IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1988;1988;IDX;Index;0;Units;2010_100;2010=100;59.210498;;;1987;57.112123
Finland1989IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1989;1989;IDX;Index;0;Units;2010_100;2010=100;61.782186;;;1988;59.210498
Finland1990IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1990;1990;IDX;Index;0;Units;2010_100;2010=100;63.690561;;;1989;61.782186
Finland1991IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1991;1991;IDX;Index;0;Units;2010_100;2010=100;64.261289;;;1990;63.690561
Finland1992IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1992;1992;IDX;Index;0;Units;2010_100;2010=100;66.630151;;;1991;64.261289
Finland1993IndexGDP per hour worked, constant prices ;FIN;Finland;T_GDPHRS_V;GDP per hour worked, constant prices ;2010Y;Index;1993;1993;IDX;Index;0;Units;2010_100;2010=100;70.255824;;;1992;66.630151
